#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1002681,37617364,AC3,D1Q81_gp2,-,-,-,-,Ren,protein-coding,-,-,-,Ren,20181103,-
1002681,37617365,AC1,D1Q81_gp4,-,-,-,-,Rep,protein-coding,-,-,-,Rep,20181103,-
1002681,37617366,AC4,D1Q81_gp5,-,-,-,-,AC4,protein-coding,-,-,-,AC4,20180826,-
1002681,37617367,AC2,D1Q81_gp3,-,-,-,-,TrAP,protein-coding,-,-,-,TrAP,20181103,-
1002681,37617368,AV1,D1Q81_gp1,-,-,-,-,CP,protein-coding,-,-,-,CP,20181103,-
1002681,37630061,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200506,-
